handle,contest_count,max_rating,friends_count,problem_count,rating
rishabhrbs96,4,1494,2,22,1470
piyushkr,9,1607,13,34,1468
swapnilsm,8,1653,14,17,1459
abhyuday07,2,1456,5,13,1456
bustyasians,2,1556,2,3,1455
mohang,11,1473,4,54,1439
naveenkm,1,1437,2,7,1437
oaapmietch,4,1432,0,74,1432
adityaks,16,1507,5,61,1431
piXel_pRo,8,1487,0,17,1429
achanani,2,1418,4,3,1417
pankajg,1,1417,1,1,1417
rajesh_bunty,18,1543,5,56,1409
nayakanup,27,1481,13,99,1402
STM1,1,1396,0,9,1396
competing_invain,7,1393,7,60,1387
kanirudh,2,1452,1,7,1382
vip.29,3,1462,1,8,1382
vib_iitk,11,1402,10,43,1381
bhutraaditya,15,1551,11,35,1378
vaibhav.thakkar.22.12.99,5,1444,7,36,1376
shivamb222,5,1488,4,8,1375
Dynamte,2,1457,0,4,1370
mohit.duseja.21,2,1385,1,5,1367
rahul_123,5,1382,0,9,1364
avikalpg,9,1501,3,18,1360
ashishsingh23081996,7,1491,1,11,1352
h9cr,6,1445,2,6,1351
shashank_ag,2,1417,0,4,1347
Deathliger,22,1423,16,120,1337
ranurag,3,1379,0,4,1336
anujms1999,3,1393,7,8,1326
akarshg14,5,1474,3,120,1313
multiks,3,1387,0,24,1313
abhi_kr,25,1540,7,67,1312
govg,17,1420,6,53,1308
anuragpnde138,10,1372,4,13,1292
gusty,13,1454,5,28,1291
arneshg,7,1410,1,10,1276
EdwardElric,4,1378,6,13,1274
shekhark,11,1574,0,14,1272
sahitya0000,28,1373,1,85,1265
Kuhhaku,2,1376,2,11,1263
dchoudhary,4,1448,0,35,1255
sachinky,3,1402,1,4,1244
DobBylan,3,1393,6,8,1222
jr_harsh,5,1378,2,56,1189
rithp9,67,1594,11,177,1173
bhavish,5,1432,10,49,1158
khal_drogo,7,1374,1,58,1005
unnat,8,1388,4,6,918
teja349,79,2529,1148,878,2365
Sundar,36,2274,298,175,2084
MegaBidoof,49,2192,77,358,2082
pranav0123,85,2061,86,466,2061
bigcrunch,81,2012,117,542,2012
guru2691,20,1984,22,113,1984
trsriram,12,1963,13,111,1963
ajkrish95,15,2059,68,165,1948
its_sandy,17,1956,28,170,1931
Dipak,61,2114,149,359,1901
TooObvious,61,1905,63,453,1893
shivammittal99,29,1888,38,162,1888
vsriram1012,54,1967,44,495,1878
kingcranky,27,1877,35,422,1874
raja1999,101,2048,201,660,1858
vignesh_m,60,1904,29,391,1811
gkavitha,54,1888,155,397,1805
TooDifferent,22,1784,35,432,1775
kavinkumar,10,1748,12,138,1748
grand_zeno,31,1726,20,339,1691
mithileshkarnati,76,1742,39,321,1671
gajapathi_97,35,1669,19,90,1669
npsabari,20,1769,18,66,1644
pranav.gayu,18,1636,7,119,1636
Nithesh,24,1752,19,89,1591
pavankatta,44,1645,12,311,1580
santhosh009,12,1580,1,77,1580
rajiv,48,1681,5,251,1578
evil_morty,51,1697,31,257,1540
ameet_1997,18,1604,26,66,1525
ChandanAkiti,18,1559,3,33,1515
aks681,28,1554,9,87,1512
ajaysjacob,19,1575,12,44,1498
kaarthik_raja,1,1483,6,16,1483
tkmahesh,21,1551,10,44,1481
dhrcho,20,1479,13,56,1479
Ragabond,8,1476,8,136,1476
ohmprakash,33,1670,15,72,1474
girishraguvir,5,1467,5,43,1467
tempestofsouls,1,1419,3,7,1419
SevenDeadlySins,77,1602,8,337,1418
samanvith984,1,1403,5,11,1403
zerefdragneel97,9,1481,10,29,1385
Droku,2,1387,3,57,1320
atavistic,8,1585,0,35,1306
SriramG,2,1378,0,3,1305
silversilva,2,1368,5,6,1284
pramod12,6,1408,1,12,1270
slick_snek,7,1419,4,19,1181
HemanthAthota,7,1409,10,9,1121
cerberus97,91,2448,554,533,2348
polingy,111,2291,444,405,2135
aayush9,60,2104,210,673,2049
nikhilhassija,46,2045,100,232,2045
JPSingh_ko_koot_diye,94,2105,296,478,1969
knandy,61,2138,107,257,1965
ashish1610,57,2029,181,398,1922
gaurav_gehlot,57,1936,98,254,1908
orthodoxparadox,51,1900,106,498,1867
anmol16226,9,1861,19,27,1861
slender_hangman,9,1835,71,55,1835
ronin,76,1921,68,232,1833
Savit_Gupta,29,1796,90,202,1794
prakhar17252,36,1780,91,439,1771
Anmol17220,31,1765,29,229,1765
meetsid20,112,1934,168,518,1764
deepak2015,86,1826,37,705,1759
kaushik_iiitd,12,1750,34,29,1750
hasankamal,24,1743,40,94,1743
lifecodemohit,65,1929,113,234,1736
shagakur,81,1860,79,243,1732
NewBie97,3,1830,27,16,1730
anshul16227,31,1720,22,123,1720
adeshp96,42,1667,21,176,1667
tgamerz,33,1734,42,148,1667
itsBhrigu,45,1679,62,227,1656
ishanp9,77,1919,61,252,1638
kzanmos,43,1743,51,151,1634
shashwat7,36,1880,45,114,1623
RKS_The_Great,16,1602,25,125,1602
tanmay28,28,1615,39,147,1602
raghav0307,19,1599,15,78,1599
AmbarPal,24,1785,68,196,1598
yatinarora98,46,1629,35,245,1591
vinuthegr8,20,1584,13,47,1584
lavina_jain,61,1739,160,225,1581
Pr0tick,43,1603,32,186,1555
bhavye9499,3,1550,21,37,1550
pulkitarora,21,1655,18,51,1546
prashant_saini,14,1540,20,38,1540
stayfrosty,22,1537,15,91,1537
_l-.-l_,88,1905,68,329,1532
praveen14078,31,1550,28,168,1523
deathgun,31,1685,31,68,1504
sahilshekhawat,2,1578,11,6,1495
arpn,64,1772,66,298,1492
rjalfa0,20,1535,33,67,1487
harshmanocha,2,1526,21,3,1486
apoorv1999,25,1487,20,303,1485
tanmay17061,6,1546,8,18,1458
utkarsh04,11,1454,14,68,1454
gaurav150399,15,1466,15,206,1453
nishant15,43,1610,37,200,1445
ojasvisingh96,18,1602,40,44,1445
_error_404_,1,1444,3,2,1444
shivenmian,1,1435,7,3,1435
mehuld,1,1430,2,71,1430
vatsal_phoenix,16,1489,18,37,1426
avdeshk19,32,1497,20,75,1421
dvatsav98,12,1475,8,46,1420
ishakalra,1,1420,2,35,1420
blackHorse_07,3,1421,11,11,1415
prankulsingh,13,1443,16,24,1406
tanishjain5555,2,1403,4,38,1403
tushar_1812,13,1480,8,24,1399
ashutoshg,21,1427,5,91,1398
piyush6998,6,1464,9,22,1395
skj2303,11,1418,10,27,1395
amogh7777,2,1446,9,4,1394
anshuman1117,1,1390,3,17,1390
himanshu14047,13,1482,17,25,1383
AnkitaVerma,19,1478,14,106,1381
death_c0der,1,1378,0,12,1378
rahul14083,8,1404,10,19,1367
shaurya_bagga,8,1389,20,119,1361
virresh,9,1573,16,52,1356
hvk3,84,1571,47,221,1349
harish14143,11,1501,15,23,1343
_vikas_,11,1476,18,21,1340
saumya1906,22,1402,7,94,1339
akash_kumar,18,1405,9,35,1333
batmanav,26,1430,11,64,1333
gps,11,1538,5,42,1332
Alphaq_2,2,1436,0,20,1316
vagueman,3,1449,7,22,1310
sanchitgupta,14,1531,25,29,1309
dijkstrazeppelin,2,1433,3,11,1308
TheBlackHawk,2,1430,1,4,1304
SidXDDD,6,1399,4,8,1303
low_kii_savage,9,1461,36,109,1301
Shubhang.Sati,28,1444,28,76,1300
MrBubbles,7,1473,7,25,1296
adarsh_007,2,1385,3,4,1290
yajur,2,1374,7,7,1277
shahofblah,28,1543,14,39,1276
ragnerok,18,1414,7,90,1274
kausin97,21,1389,7,34,1252
arsh2508,6,1406,7,21,1248
pr0han,3,1387,2,18,1241
pavanc7,3,1384,3,9,1212
avadh14026,18,1419,12,31,1207
garyclay08,34,1527,21,241,1206
shreyansh7499,6,1500,9,30,1198
am_pm_mayhem,12,1390,14,65,1166
mridul,4,1405,8,215,1155
ujjwal_k23,26,1443,15,55,1149
StarFlux,7,1384,2,8,1106
silentknight00,4,1372,8,66,1105
jai_mahajan,4,1374,9,4,1070
rushj22,42,1516,21,108,1068
shivendra096,5,1405,4,1,1054
gryphon,17,1391,5,24,1023
harshit14042,16,1419,3,32,878
gvaibhav21,73,2371,1307,577,2343
sajal_,63,2227,231,457,2227
rahuldugar,57,2271,262,433,2189
RonnieOSullivan,32,2175,481,386,2175
hm_98,67,2147,249,446,2147
abhishek_1997,45,2122,233,553,2122
deva2802,71,2182,203,354,2110
spj_29,73,2193,405,1075,2092
rachitjain,61,2018,782,471,2018
piyushsethia1999,30,2002,81,229,2002
rashish2202,41,1977,113,436,1977
aviroop123,61,2097,141,922,1970
naveen_iitr,26,2028,102,132,1969
yashpal1995,30,1953,67,168,1953
ketanhwr,17,2019,147,193,1943
adkroxx,84,2222,786,445,1919
ershivasoni,32,1938,47,316,1914
shivatejesh,52,1972,96,236,1907
daga,35,1907,84,491,1902
mohitf,27,1902,54,152,1902
Anshul_Shah,33,1894,30,174,1894
swegwan,2,1893,33,7,1893
Harsh424jan,34,1970,90,248,1887
amankedia1994,69,2191,407,262,1875
sgargiitr,28,1870,30,113,1870
saurrv,74,2130,212,338,1863
aniket9465,39,1900,66,293,1855
kshitijbathla,33,2025,141,119,1840
pankaj_gudlani,28,1932,74,126,1832
harshits2808,25,1827,44,116,1827
satyam94,12,1820,38,41,1820
viiickyyo,50,1883,64,455,1814
priyanshu1994,7,1813,53,37,1813
atriwal,47,1809,46,427,1809
gdomen,46,1802,18,291,1802
divijbindlish,11,1799,34,42,1799
nitishbansal2297,45,1801,60,292,1790
nikhil96sher,37,1948,67,147,1789
saurabh_29,34,1887,89,160,1787
sukunrt,9,1792,20,77,1767
shivam_code97,53,1823,51,219,1763
kalra.akshit,19,1772,32,122,1759
anshuman1294,29,1750,29,133,1750
garv07,20,1898,35,84,1742
theRevenant,56,1922,134,210,1742
hsk,53,1913,81,258,1734
surajgupta,6,1730,41,112,1730
ak532,52,1751,46,452,1729
abhinavkk1996,26,1728,27,143,1728
ddstructr,35,1725,14,258,1725
_shubham_,25,1719,40,101,1719
sagar_97,45,1718,27,272,1718
swapnil07,38,1924,64,152,1718
harsh23,39,1815,44,213,1703
Indriya,31,1702,29,196,1702
varun_l,13,1706,14,56,1700
hardik_iitr,23,1754,14,217,1698
abhishekmishra,29,1734,21,64,1697
mahipjain,11,1695,21,113,1695
thedarkKnightrisesagain,24,1714,30,176,1690
abhishekjIITR,28,1686,31,145,1686
ManasG,63,1795,121,230,1677
dheeraj_1997,56,1833,55,601,1675
jaybosamiya,4,1672,40,41,1672
samarth491,50,1778,69,320,1670
goelvibhor,27,1799,26,79,1669
akashdeep.goel,45,1778,63,249,1667
deepak1298,21,1665,14,123,1665
kapilks,24,1745,6,197,1656
pranavanurag,42,1718,22,293,1654
fuzzy_42,30,1744,26,147,1652
varun_syal,10,1730,30,43,1650
Sachin_iitr,20,1687,29,71,1648
yaswanth,84,1839,53,249,1640
kryptox,42,1754,77,415,1638
conspirator,16,1700,40,32,1636
ankita24,35,1635,41,221,1635
raghav123,8,1702,8,120,1634
sarthak1220,15,1685,14,83,1632
sidak,26,1674,25,84,1630
navjotsinghcheema,15,1629,14,131,1629
gayensouvik1,19,1732,22,64,1625
yash_pandey,4,1624,6,12,1624
brijs,17,1619,4,54,1619
satyamyadav13579,10,1617,11,42,1617
givingmybest,40,1808,18,176,1614
saurabhsuniljain,57,1823,97,200,1614
jindalmohit420,19,1636,27,77,1613
shubham_shubh,38,1611,27,224,1611
harshhx17,19,1620,37,68,1610
luckygaba2010,4,1604,10,9,1604
vbshubham,23,1643,11,160,1595
shagun,17,1590,18,58,1590
shubham_364,16,1590,8,121,1590
vishucool,55,1818,17,197,1587
savish28,41,1619,44,148,1586
abhinavc,48,1625,9,210,1585
kartica,23,1601,28,188,1563
anti_tourist,26,1722,37,146,1561
tirth14,23,1702,23,63,1561
niranjan_code1,16,1598,11,63,1550
jiraya_,12,1570,5,69,1544
nishankj96,21,1694,20,86,1542
TooPro,1,1536,4,2,1536
schindlerslist,2,1534,4,18,1534
karan0897,19,1598,22,78,1532
originalFussywheat,40,1694,24,134,1531
skc25pma,6,1631,5,21,1527
suraj_97,40,1649,41,122,1525
Crazy_noob,19,1591,32,103,1522
amrityavagmi,87,1612,57,295,1518
aplav,23,1517,9,73,1517
prakhar888,13,1520,8,59,1516
rohanprasad,24,1592,11,64,1515
kumaramit228,34,1500,10,139,1500
lokeshreddy1999,15,1501,10,39,1495
Atrboy,12,1542,12,35,1492
akkisna,3,1504,7,8,1491
rahul0379,14,1551,16,19,1489
tanmayak991,16,1489,20,187,1489
skygupta,27,1585,27,114,1488
buster26,9,1485,9,55,1485
rihaz_zahir,61,1822,21,644,1485
mit312,28,1484,3,128,1484
sanatsain,3,1516,10,5,1473
sharma234,10,1471,7,34,1471
shiv0408,16,1594,27,62,1470
sharanlobana,8,1623,13,141,1463
muneur,5,1511,6,51,1457
aka38,47,1560,46,222,1450
auro4995,3,1551,3,17,1450
skysunil,2,1448,4,3,1448
pokelemon,6,1446,7,17,1446
vivek__gupta,13,1528,14,54,1442
rishabhiitr,37,1663,28,141,1437
slrohit,20,1586,8,63,1437
haresh_kh,5,1436,42,93,1436
palashagrawal,22,1660,26,52,1433
asgo,1,1430,1,2,1430
guptakhil,4,1430,13,52,1430
avinashmail,2,1427,3,6,1427
vikpro,27,1478,9,148,1427
lienordni,7,1503,5,84,1423
xnon,1,1422,2,1,1422
avishjain29,6,1419,0,19,1419
durg404,12,1415,8,28,1415
gvaibhavraj2,6,1559,15,32,1414
masanedevesh,20,1505,15,45,1414
aj_1998,19,1450,21,49,1413
wiseboy,8,1458,3,55,1413
ayushgoyal7796,2,1472,4,241,1411
ishugoyal,13,1687,24,56,1410
kshitij79,1,1410,1,5,1410
ravikumar14all,38,1477,5,284,1406
aniKet_gAjare,26,1556,26,277,1405
jindal_iitr,11,1586,6,19,1404
akulkanojia2414,9,1531,10,20,1402
jsuyash1514,3,1447,5,19,1396
adityaprakash,34,1634,11,167,1392
gurwinderiitr,12,1413,11,23,1387
joker_123,8,1523,13,48,1387
nitin_iitr,3,1416,2,5,1387
TheDarthvader,43,1620,20,151,1382
maurice37,2,1408,0,7,1381
rk.avi,17,1505,8,43,1381
swap96,2,1447,2,4,1376
kanav99,2,1392,15,6,1374
ghoom1,2,1391,2,2,1372
barsha,1,1370,1,7,1370
sanjuprk,5,1407,11,21,1367
shivansh100,22,1445,11,51,1367
umsh1ume,11,1386,5,52,1366
vershwal,18,1469,23,90,1366
parateekR,3,1487,2,7,1364
Pirate_joker,25,1431,4,151,1358
rachit_parikh,2,1460,0,3,1355
shawak,2,1406,1,4,1355
shubhamsingh.araria,4,1414,1,9,1350
amanp1151,4,1408,2,10,1346
Natsu6767,6,1386,4,65,1344
harry_game,10,1415,3,107,1344
Manoj_Parihar,3,1392,3,13,1342
shikhar.bsar,40,1497,7,125,1342
kk91225,3,1425,2,16,1339
kanishk1225,3,1408,7,41,1338
incognito_nag,9,1501,11,94,1336
spears,2,1427,2,3,1336
anand.101b,25,1514,5,134,1335
supercoolcoder,11,1430,0,72,1333
ramakanthd92,2,1413,1,8,1331
samruddhi_mane,3,1388,12,8,1331
amarnath1031,2,1419,3,3,1325
aishiitr,9,1380,0,21,1312
johny23,11,1385,1,29,1309
gautamgtm,7,1412,3,16,1306
spunk1803,2,1396,0,12,1306
heena_rana,2,1402,1,54,1305
manikantanallagatla,7,1586,3,40,1304
dhanju,7,1407,2,30,1303
nashmathur,2,1409,12,1,1302
anjalinauhwar,43,1579,30,395,1301
itstimeforme,6,1448,1,18,1293
ankitaiitr,7,1376,3,43,1290
xrox,11,1403,6,208,1290
rishav_golu,22,1385,5,151,1284
mssvharsha555,4,1389,5,24,1282
AayushAC1998,52,1512,19,532,1280
karan1808,14,1383,6,16,1274
pdev250,13,1384,4,31,1271
aquaabh,8,1487,12,15,1266
pbhadu21,2,1376,1,4,1263
achuth_noob,8,1414,3,14,1258
Just_code_it,5,1440,2,59,1244
Shivansh,3,1410,2,15,1237
abhiiitr6002,6,1414,1,9,1232
kunal017,6,1414,5,14,1230
ambar_iitr,7,1439,3,28,1226
bhavesh1999,3,1406,6,67,1220
bunny_4588,8,1453,1,35,1215
deepanshudiwakar,30,1374,3,59,1214
vinay2294,19,1443,10,26,1210
jeeteq_123,4,1389,3,24,1205
divanshumailbox,13,1375,5,29,1201
mansi10022000,4,1404,9,23,1190
itachi_2016,17,1427,5,59,1179
harshitdiit,6,1399,3,25,1178
aadoda,7,1476,4,14,1177
Abhik1998,3,1388,4,3,1165
eshaankuls25,7,1424,1,56,1147
iitrsonu,18,1416,8,62,1123
curiosity_def,8,1378,1,7,1095
nisnt_2411,4,1391,3,5,1087
rkece,24,1450,2,118,1070
mehakmittal,6,1379,1,16,1045
theloveboy,13,1403,2,34,1031
Bipul1895,9,1380,8,94,1016
Light71192,14,1366,6,80,1014
saiavinashiitr,32,1404,15,96,644
jtnydv25,65,2508,1285,593,2310
smartnj,44,2134,78,409,2134
rumblefool,43,2130,131,435,2130
tapasjain,28,2104,124,207,2095
anil5798,16,2078,35,54,2060
loser21,61,2038,113,288,2038
thelonesailor,34,2034,128,206,2034
ankeshgupta007,46,2020,191,409,2005
amitsaharana,58,2177,319,425,1981
TheTerminalGuy,68,2043,235,693,1944
sidsgr88,6,1941,29,16,1941
ridam,35,1984,37,118,1937
aakashag1996,22,1930,23,341,1930
ashwin1907,15,1916,34,96,1916
manishtanwar,41,1968,40,332,1909
HackerTina,48,2105,142,272,1903
rishitsanmukhani,29,1959,38,126,1901
divyanshshukla13,37,1930,21,319,1894
yash_15,34,1982,163,254,1892
eigenvalue,20,1883,48,228,1883
SiddharthBora,40,1913,99,194,1881
I_am_hungry,4,1878,12,10,1878
paras,38,1901,25,185,1848
GurtejSohi,31,1847,13,124,1844
akshay_12001,34,1855,26,361,1805
saumyag.gupta,45,1801,18,192,1801
chemicalX,26,1761,8,77,1761
aakashc31,13,1764,1,47,1760
guttusingh80,6,1751,6,18,1751
yash.15296,20,1750,10,51,1750
pallavi,50,1806,46,179,1740
d1b7_3,7,1737,5,30,1737
hlv_x86,8,1736,1,47,1736
mohit.829,46,1873,19,151,1722
shreypandey,44,1799,20,129,1721
suyash666,34,1850,45,126,1721
ramagr07,9,1720,5,31,1710
CSPrajeeth,13,1707,1,96,1707
DMGR,26,1768,17,157,1707
iceman91,35,1842,40,182,1703
MisterMediocre,21,1788,15,146,1659
devanshdalal,51,1749,19,134,1650
Makkunda,32,1637,28,211,1637
Dexter_13,23,1642,2,59,1636
pranavps,5,1646,6,30,1630
mayank_kool,31,1731,14,198,1629
donraj,7,1759,9,16,1627
KapilAhuja,25,1860,26,136,1624
shubham1100,24,1821,12,117,1608
razher79,2,1643,1,14,1601
pan1997,2,1597,4,11,1597
nish_kr,19,1586,4,90,1586
lonesailor,2,1570,10,14,1570
ankushjindal278,17,1794,14,95,1549
gargjatinpanipat,12,1677,5,32,1548
utkarsh1997,11,1584,24,69,1548
chiiiiii,1,1545,1,3,1545
vivekaroraedoc,4,1602,3,90,1545
abhisheksince97,9,1732,14,153,1542
jvidit,17,1640,8,57,1541
aman71197,3,1526,14,45,1526
abhishek4747,8,1620,2,13,1524
sudeep30m,8,1549,3,81,1515
PramodDubey,12,1726,12,142,1503
darkshadow,8,1586,5,36,1490
lokesh58,1,1489,12,7,1489
akshay2711,2,1557,1,24,1478
Thishandleiscurrent,33,1592,13,117,1477
mayank26596,7,1567,0,16,1468
NullOpen,9,1643,5,44,1465
x86,8,1634,5,35,1465
raunaak,5,1469,2,422,1451
shubham_1612,24,1476,1,68,1442
ayushchaurasia2879,28,1522,13,171,1438
shivamjadhav05,18,1450,8,102,1426
heisenberg85,10,1586,3,24,1420
neilkakkar,25,1646,10,167,1420
quadysquady,1,1418,2,1,1418
the_smartest,14,1417,14,133,1417
nooblal,1,1409,0,1,1409
therainmak3r,6,1696,3,13,1409
Suraj3,2,1445,1,17,1406
AmanTiwari1503,1,1404,3,9,1404
The_Trickster,9,1468,4,72,1397
harkirat,1,1396,1,2,1396
Ashish610,1,1391,0,1,1391
Hemang,1,1389,1,10,1389
Koderok,15,1446,1,72,1386
n1tz53,72,1691,3,153,1384
infinity00,1,1382,0,3,1382
sachingoel0101,8,1462,6,55,1376
Pulkit_noob,20,1452,10,54,1355
ashu249,12,1447,7,21,1345
tarun113,3,1442,0,8,1333
dasswapnil96,17,1410,4,40,1322
muy_atractivo,10,1408,7,35,1317
neo4104,19,1608,4,52,1315
vivekarora010,8,1499,3,84,1315
sumitsharma14k,3,1452,2,5,1307
Pavan_Sai,5,1436,0,13,1301
outmanipulate,13,1376,4,42,1301
dsweg,33,1733,30,289,1296
saketmehta,9,1459,3,18,1293
Akshansh_Chahal,8,1454,3,27,1291
Darklordd,6,1406,0,32,1286
neeraj6,18,1522,1,40,1284
rush_29,5,1413,3,13,1272
Prakhar0409,6,1406,4,12,1270
weapon_x,11,1474,6,31,1246
Eulicdator,4,1388,1,5,1243
csbtesla_,11,1399,3,15,1233
aaku.goyal,9,1389,5,74,1232
welcome,6,1488,4,95,1208
Dhull442,4,1453,7,6,1197
Saurabh190598,19,1417,12,73,1193
shashank7.iitd,6,1406,2,12,1187
codingpassion,4,1397,0,5,1183
Ironhide3579,7,1422,4,24,1182
Djin31,4,1392,0,92,1170
SanyamChhangani,4,1422,3,6,1157
king_odysseus,7,1391,8,31,1157
MatchesMalone_,12,1400,0,44,1151
armordregol,7,1497,2,11,1127
Hawkj,4,1416,3,3,1100
RAJ_DAS,4,1388,1,8,1061
SameerGulati,62,2322,572,505,2308
guptautkarsh028,70,2059,245,460,2059
Yugioh,8,1960,29,31,1960
Adish_Agarwal,67,1805,83,295,1805
goyalanubhav11,23,1756,46,119,1753
naksh9619_,75,1747,95,340,1747
archit910,71,1719,122,301,1719
dhruvsrivastava,16,1717,74,227,1717
garg_ankit,12,1681,20,267,1681
sraman915,72,1752,77,413,1679
Abhishek_8,70,1715,78,487,1678
rishabh.jain9196,24,1653,44,67,1653
nine_tails9,21,1649,41,112,1649
koshish,41,1647,56,174,1642
mohitrbhardwaj,65,1651,63,241,1642
Beebabalooo,41,1633,30,316,1633
undercut,8,1656,19,33,1631
shreybatra,41,1673,73,129,1616
vasu_arora,21,1632,16,104,1613
barney1b,72,1631,68,362,1610
rock19,54,1869,74,184,1607
sumit.asr,20,1580,42,67,1580
chawla_harsh,75,1624,45,319,1570
sujnesh,46,1590,49,248,1551
underscore21,25,1653,26,113,1535
abhist,33,1581,61,141,1521
yash281,31,1536,47,191,1517
atomicemc2,1,1502,6,22,1502
stoptryharding,4,1618,22,100,1492
Cyatrosi,56,1512,19,221,1491
japteg_2698,7,1538,14,16,1488
wild_fire,27,1480,41,129,1480
piyushgarg2425,41,1501,21,145,1476
namit_goyal,30,1548,16,82,1470
drudge197,1,1461,4,11,1461
mladia163,27,1629,35,114,1461
arvindpunk,36,1545,39,89,1459
dmh1528,102,1659,79,465,1452
srija_20,6,1489,6,13,1445
ShivyShiv,42,1456,24,299,1437
the_monster_hg,9,1442,14,36,1433
6_sharma,2,1476,6,41,1426
ayushijain218,1,1425,4,13,1425
ms__,22,1441,11,187,1425
sameer27,51,1461,14,135,1422
utkarsh_96,1,1417,8,28,1417
priyanshu_2,48,1512,43,230,1412
aakash120,1,1411,3,3,1411
cool_head,22,1461,11,85,1408
vardan1012,5,1453,7,56,1408
gskgaurav80,9,1444,16,20,1405
hrsht00797,1,1403,3,4,1403
captainclaw,10,1418,2,31,1401
AAYUSH_002,1,1399,1,1,1399
VaVoger,1,1396,1,4,1396
sudhanshu004,1,1396,2,1,1396
pwarriors,14,1439,27,68,1395
ganeshsawhney,5,1449,5,20,1392
pradyum_bansal,18,1458,11,64,1392
phoenix_rishabh,1,1390,1,1,1390
aman_goyal,26,1447,13,114,1386
prince_jain,24,1386,20,47,1386
vanshaj2608,25,1499,22,57,1386
arjungupta,3,1443,13,8,1381
rishabhd26,29,1412,26,124,1378
ag.abhishek1804,2,1417,2,3,1377
chanchurplay37,8,1521,33,25,1374
Utkarsh3587,5,1445,1,10,1368
aniket03,19,1497,20,81,1361
negi_da,68,1492,25,203,1361
motif,13,1424,19,66,1357
udbhavgovil,26,1485,23,42,1356
shubh1104,20,1462,5,52,1354
hsuyaremo,22,1441,9,63,1347
parv_saxena,5,1389,6,38,1346
iamabjain,28,1443,24,98,1344
guptashivanshu94,31,1442,20,76,1341
akchamp,24,1382,8,141,1340
Silverpirate,6,1438,7,165,1338
Darksun27,2,1416,3,3,1335
aa19081995,13,1591,2,41,1332
seedhemaut,17,1386,12,45,1332
ak795,24,1452,12,372,1329
prakhar_96,10,1378,15,49,1326
hp1999,7,1376,7,241,1324
vaibhavkhulbe,23,1429,44,93,1319
rajat20,7,1418,15,62,1315
darkprince,2,1404,2,5,1311
mishra-tanay,4,1457,5,8,1311
rrj,2,1433,11,20,1309
ss77,4,1415,2,5,1308
z1_43,15,1442,18,77,1306
vmc1234,5,1378,7,106,1304
dev_mehria,2,1392,2,5,1302
tanmay2904,2,1374,3,4,1302
sanchay123,53,1399,17,163,1300
HarendraSingh22,12,1547,9,19,1296
rana_sarthak,2,1383,2,27,1292
manjeet_04,16,1402,11,34,1291
keepitreal,30,1495,18,167,1282
shubhigupta96,25,1458,15,96,1278
4ul_sharma,27,1398,26,124,1271
shan_503,14,1635,15,25,1271
v_code_123,19,1389,2,41,1261
abhinav_1630,7,1418,6,27,1256
CodeGunner,4,1399,5,87,1254
fetard_rc31,4,1497,5,17,1250
rajat.agni,5,1427,1,23,1247
akshayshukla,23,1405,4,46,1245
tiwari_kushagra1,44,1410,24,157,1240
harshulsinghal,4,1436,3,12,1239
Bin4ryGh0st,4,1396,5,6,1238
pranjal15,4,1394,3,3,1231
Siddharth,8,1403,2,56,1230
akansh008,16,1511,20,34,1229
rishabh303,37,1386,7,84,1229
KESHAV_AGGARWAL,26,1406,10,178,1228
devil1069,5,1386,1,5,1228
ucan_mg,39,1376,11,119,1228
Meherwal_nikhil110,9,1398,12,37,1227
anshuljain62,31,1413,13,81,1225
hg0605,5,1468,3,77,1222
sodanisomya,7,1421,5,11,1222
i_love_food,18,1453,20,249,1215
shubh17go,3,1403,1,2,1212
nikunjgoel95,5,1412,5,20,1207
prabal1815,31,1399,35,155,1207
swats,24,1383,7,34,1207
katy160,11,1427,5,36,1202
palindromeguy,24,1427,9,94,1201
ayushi09,20,1416,9,48,1197
savage_coder,4,1370,11,53,1196
wannabe_main,4,1394,0,9,1195
sidhs,12,1416,4,88,1191
snapdragon1,11,1433,8,32,1180
Rajat8,3,1390,3,39,1169
tarun_gupta,7,1409,1,57,1165
jainpriyank001,5,1397,4,5,1163
rs26105,3,1379,1,23,1152
kausank,48,1410,18,156,1151
priyanshu_98,14,1399,19,108,1136
shoban05,6,1416,2,4,1133
gozmit,8,1378,10,14,1125
isaksham,8,1417,2,144,1119
shubsing,22,1415,6,35,1111
notreally,5,1403,1,5,1097
EpsilonAlpha,13,1405,14,110,1086
Mohitk21,4,1377,1,31,1083
n_0_thing,12,1384,6,88,1076
saurabhnewatiya,13,1406,16,35,1076
jigglypuff27,11,1382,6,40,1074
YashVSingh,18,1396,3,147,1072
pr_csf,7,1372,4,21,1060
saksham2801,6,1385,5,32,1052
kushagra98,8,1405,3,20,1048
bad_engineer,7,1403,2,9,1035
recklessrishabh,7,1394,13,9,1031
chetan221,7,1413,2,3,990
sany_m1,12,1373,8,25,985
tonystark97,14,1440,5,102,955
nayan21garg,9,1422,2,30,940
vishal758,14,1375,14,61,783
iitbhu_0,6,2249,102,23,2249
hitman623,91,2282,865,1087,2197
agent623,12,2185,114,61,2185
praran26,97,2239,1003,1396,2158
GT_18,61,2202,398,1057,2136
dark_n8,34,2171,436,1034,2132
bharat.khanna.cse14,22,2081,247,727,2081
apoorv024,37,2045,125,240,1972
amrinder70,18,1970,128,262,1970
divyam,43,1962,131,333,1954
